 -0.052474    0.010694    0.051758
  0.009334   -0.003937    0.021283
  0.060814    0.000941    0.004978
  0.001986   -0.003785    0.011093
 -0.006950    0.003309    0.005698
  0.021794    0.003434   -0.022890
  0.008994   -0.000297   -0.030250

 -0.019611   -0.004000   -0.065014
 -0.057460    0.001945   -0.006948
  0.000318    0.006906    0.009422
  0.023899    0.003690    0.059839
  0.056326   -0.001789    0.005364
 -0.002306   -0.006929   -0.005576
 -0.025350   -0.024207   -0.043697
  0.024100    0.024213    0.044371
  0.039708   -0.000930    0.022321
 -0.040629    0.000845   -0.019186

 -0.027336   -0.007486   -0.069367
 -0.016528    0.001822    0.012573
  0.037483   -0.000902   -0.016483
 -0.030875   -0.007454   -0.070233
 -0.015432    0.000713    0.013046
  0.038063   -0.000953   -0.010677
 -0.033723   -0.001482   -0.028565
 -0.035473   -0.001009   -0.029709
 -0.001812    0.000224   -0.030610
 -0.002310   -0.001858   -0.031146

  0.049851    0.001577    0.010771
 -0.061825   -0.004996   -0.004557
  0.033933    0.001209    0.004529
  0.050415    0.000910    0.009239
 -0.064302   -0.002639   -0.004986
  0.032754    0.000018   -0.001450
 -0.009420   -0.001558    0.064232
 -0.006731   -0.003415    0.062141
 -0.032053   -0.001707   -0.044173
 -0.033805   -0.000508   -0.041823

 -0.010558    0.003370    0.001373
  0.005048    0.086830    0.003322
  0.006397   -0.003910    0.002195
  0.011432   -0.003422   -0.000760
 -0.006521   -0.086456   -0.003760
 -0.005616    0.003675   -0.000908
  0.045660   -0.000995   -0.076647
 -0.045890    0.001100    0.077147
 -0.002126    0.003481    0.001377
  0.003765   -0.003528   -0.001591

 -0.000420    0.017583    0.000829
  0.009135    0.002581   -0.004054
  0.000430    0.085689    0.000057
 -0.000457   -0.017413   -0.000926
 -0.007915   -0.002656    0.004173
 -0.000745   -0.085599   -0.000038
  0.001230    0.003798   -0.002560
 -0.001496   -0.003874    0.001548
  0.021618   -0.002643   -0.087162
 -0.022439    0.002715    0.087460

 -0.000804   -0.086792   -0.001274
  0.009132    0.003277    0.002289
  0.000214    0.016446   -0.000737
  0.000893    0.086237    0.001468
 -0.009359   -0.003234   -0.002263
 -0.000031   -0.016455    0.000275
  0.002858    0.007662   -0.002548
 -0.002845   -0.007657    0.002490
 -0.005019   -0.000530   -0.021545
  0.004554    0.000505    0.020827

  0.000059   -0.000410    0.000006
  0.008749   -0.000401    0.002476
 -0.000250    0.001112    0.000449
 -0.000524    0.000485   -0.000290
 -0.008652    0.000410   -0.002597
  0.000031   -0.001096   -0.000338
 -0.003573   -0.009453   -0.001103
  0.012826    0.009467    0.021248
  0.659613    0.013818    0.270086
 -0.631863   -0.013466   -0.270172

 -0.002166    0.000197   -0.001837
 -0.008883   -0.000122   -0.001557
 -0.000505   -0.000047   -0.000942
 -0.002187    0.000196   -0.001647
 -0.008671    0.000370   -0.001476
 -0.000445   -0.000474   -0.000798
  0.202997    0.001100    0.108408
  0.166722    0.004343    0.103987
  0.596390    0.018381    0.262984
  0.629464    0.024802    0.259451

  0.007641   -0.000297    0.006643
 -0.000204   -0.002055   -0.000590
  0.000372   -0.000035   -0.000014
 -0.006714    0.000321   -0.006013
  0.000261    0.002426   -0.000040
  0.000086   -0.000031   -0.001086
 -0.540021   -0.033066   -0.513630
  0.417550    0.009873    0.488768
  0.007656    0.057564    0.029648
  0.034596   -0.050887    0.042536

 -0.004530   -0.000230   -0.003494
  0.002477   -0.006488   -0.000297
 -0.001727    0.000482    0.002519
 -0.005641   -0.000180   -0.004494
  0.002611   -0.006078   -0.000202
 -0.001676    0.000746    0.002643
  0.323438    0.415629    0.320629
  0.396185    0.425605    0.411229
 -0.092673   -0.029420   -0.202329
 -0.084567   -0.029072   -0.184094

  0.003438   -0.000689    0.002466
 -0.001726   -0.008405    0.000582
  0.001342   -0.000499   -0.001902
  0.003992   -0.000709    0.002959
 -0.001862   -0.008581    0.000541
  0.001311   -0.000707   -0.001940
 -0.253469    0.558113   -0.252384
 -0.292407    0.558551   -0.296240
  0.064796    0.037626    0.155156
  0.059511    0.035352    0.141025

  0.001335    0.000015    0.001796
 -0.000813   -0.010726    0.000895
 -0.000665    0.000061    0.000137
 -0.000617   -0.000085   -0.001041
 -0.001221    0.010761    0.000841
 -0.000139    0.000121    0.001153
  0.547239   -0.017392   -0.564887
 -0.439876    0.014020    0.392940
  0.004427   -0.060675   -0.047786
  0.006220    0.039049   -0.047421

 -0.000474   -0.000018   -0.000416
  0.000695   -0.001423   -0.000457
  0.000448   -0.009644   -0.000213
 -0.000507   -0.000012   -0.000469
  0.000743   -0.000807   -0.000419
  0.000460   -0.009265   -0.000171
  0.023420   -0.013989    0.051949
 -0.008610   -0.012216    0.077949
 -0.046055    0.691778    0.018338
 -0.054513    0.696548    0.039192

 -0.000062   -0.000139   -0.000100
 -0.001330   -0.000001   -0.001758
  0.000391   -0.011106   -0.000471
 -0.000102    0.000169   -0.000069
  0.002111    0.000067    0.001030
  0.000029    0.011532   -0.000120
 -0.027355   -0.023545    0.027810
 -0.035308    0.024245    0.031089
  0.274598   -0.059620   -0.615247
 -0.267119    0.030043    0.663778

  0.001753   -0.000171    0.001737
 -0.007105    0.001239    0.005199
 -0.002183   -0.001736    0.002538
  0.001460   -0.000144    0.001658
 -0.006843   -0.001817    0.005396
 -0.002232   -0.000204    0.002510
  0.312211    0.001687   -0.455348
  0.520855    0.000303   -0.552533
  0.067460    0.060303   -0.247415
  0.023409    0.053892   -0.159758

 -0.000894    0.000116   -0.000386
 -0.002964    0.000127    0.000696
  0.004955    0.000704   -0.007036
 -0.000842    0.000121   -0.000474
 -0.003114    0.000436    0.000666
  0.004929    0.000527   -0.006838
  0.276252   -0.005378   -0.054117
  0.262103    0.001892   -0.029537
 -0.312501   -0.055338    0.568622
 -0.317451   -0.034662    0.553748

  0.000087    0.000555    0.000038
 -0.004763   -0.000110    0.002879
 -0.000174   -0.000368    0.000266
 -0.000225   -0.000514   -0.000103
  0.004821    0.000000   -0.002850
  0.000227    0.000380   -0.000307
  0.002859    0.703726   -0.024889
  0.002565   -0.698247    0.028678
  0.020392    0.033323   -0.015340
 -0.020346   -0.033774    0.022515

 -0.000355   -0.000015   -0.000248
  0.000026   -0.000859   -0.000171
 -0.003216   -0.000358    0.004603
  0.000092    0.000044    0.000215
 -0.000156    0.000869    0.000222
  0.003311    0.000361   -0.004697
  0.083502   -0.034815    0.005431
 -0.063756    0.034445   -0.006816
  0.000873    0.695966   -0.039753
 -0.008154   -0.696968    0.050680

