 -0.003006    0.019078   -0.000475
 -0.004104    0.076593   -0.018606
  0.001573    0.033264   -0.004087
 -0.002654    0.019129   -0.000628
 -0.004378    0.076967   -0.018203
  0.001426    0.033238   -0.005002
  0.001150    0.074804   -0.008974
  0.001091    0.074319   -0.009389
 -0.004432    0.037743   -0.010183
 -0.004288    0.038182   -0.009989

 -0.015821   -0.007573    0.004670
 -0.036010    0.007625    0.065717
 -0.039056    0.019288    0.007595
 -0.014400   -0.007707    0.004940
 -0.036080    0.007737    0.064075
 -0.038189    0.019112    0.006586
 -0.043828    0.004864    0.039633
 -0.042222    0.005251    0.040788
 -0.027335    0.017313    0.016295
 -0.027346    0.017783    0.017101

 -0.013558    0.056602   -0.004636
 -0.019433    0.010572    0.000229
 -0.013927   -0.058583    0.016714
 -0.016952    0.056976   -0.004510
 -0.019548    0.010668   -0.002442
 -0.013376   -0.058786    0.011527
 -0.019158    0.013309    0.000733
 -0.019438    0.014014   -0.001066
 -0.020338   -0.050688    0.006929
 -0.019500   -0.047961    0.007976

  0.001342    0.005063   -0.001137
 -0.005240   -0.002884    0.089425
 -0.009534    0.006570   -0.000697
  0.004853    0.000708   -0.000950
  0.011750    0.001633   -0.084620
  0.013063   -0.002390   -0.001647
 -0.001844   -0.026809    0.000923
  0.005644    0.025759   -0.000591
 -0.004762   -0.002205   -0.017769
  0.010903    0.005754    0.017842

  0.034723    0.053710   -0.012369
  0.032628   -0.012320    0.030827
  0.013792    0.023272   -0.014611
  0.036991    0.054323   -0.012997
  0.031290   -0.013053    0.043466
  0.012038    0.024120   -0.008290
  0.018799   -0.008252    0.008366
  0.017733   -0.011656    0.009875
  0.030817    0.021533    0.004933
  0.030154    0.017872    0.001979

  0.028094   -0.033089    0.002339
  0.024409    0.038491    0.034310
  0.013793   -0.047196   -0.014978
  0.030281   -0.033457    0.003184
  0.024199    0.038606    0.035802
  0.013452   -0.047170   -0.004546
  0.017007    0.034303    0.018497
  0.018094    0.033771    0.020085
  0.025771   -0.033176    0.000672
  0.025096   -0.038214    0.000170

  0.026441   -0.005139   -0.015326
  0.014607    0.006728    0.007433
  0.018559    0.007423    0.089813
 -0.018353   -0.005024   -0.002119
  0.009563    0.002712    0.006208
  0.017570    0.007976    0.070846
  0.006886    0.004157   -0.002459
 -0.006765    0.002648   -0.015852
 -0.004756    0.001291    0.053116
  0.000070    0.009841    0.055274

  0.023985    0.000027   -0.006653
  0.012320    0.002735    0.002934
 -0.011805   -0.002583    0.061369
 -0.028775   -0.000769    0.013155
 -0.007145   -0.002322    0.004951
  0.015992   -0.000406   -0.098172
  0.012115    0.004483    0.008172
 -0.007153   -0.003663   -0.005896
 -0.003551   -0.039197   -0.015633
  0.014905    0.037460   -0.009243

  0.060302    0.003501   -0.048114
  0.022123    0.003213    0.003990
  0.016475   -0.003213   -0.041520
 -0.053575   -0.002579    0.046268
 -0.028648   -0.005508   -0.010351
 -0.033358    0.002164    0.011229
  0.010932    0.008139    0.004694
 -0.010067   -0.009973   -0.000376
 -0.020271    0.017257   -0.018960
  0.015664   -0.017971    0.001881

 -0.028494    0.004989   -0.036204
  0.046407   -0.002584   -0.004040
 -0.056960   -0.004771   -0.005394
  0.027179   -0.004492    0.034976
 -0.046628    0.002361    0.002919
  0.059899    0.005364    0.014814
 -0.029164    0.020031   -0.031482
  0.025943   -0.020405    0.029746
 -0.031299   -0.011578   -0.012870
  0.030434    0.011896    0.018569

 -0.053288    0.005161   -0.008954
  0.037961   -0.012645    0.014935
  0.071199   -0.003452    0.023402
  0.033159   -0.002070    0.024830
 -0.033486    0.013085   -0.004578
 -0.045090    0.004231   -0.013369
 -0.027496    0.013075   -0.022198
  0.025749   -0.012553    0.020685
 -0.021376    0.010039   -0.015348
  0.030246   -0.009405    0.013884

 -0.030063    0.009317    0.048136
 -0.008338    0.001881    0.017863
  0.042794    0.002656   -0.018346
