     -0.02396092      -0.12611616      -0.10807732       0.01069537       0.27679697       0.22395189       0.21077373       0.19119663       0.48070371      -0.22714049      -0.42478817      -0.23964899      -0.15633017      -0.21791373       0.39739222      -0.08416052      -0.00335162      -0.00641001       0.00047173      -0.01726523       0.06091212      -0.03611172       0.02740279       0.01064137      -0.00377548      -0.00049679       0.01397433      -0.00712542       0.00069251      -0.00283271
      0.15208198      -0.06037197       0.45120859       0.04036034       0.42815516      -0.26377530      -0.04096665       0.00021202       0.02790601       0.03976977       0.04114045       0.07426822      -0.03189020      -0.05967128       0.01257283       0.02686567       0.14016337      -0.69187268      -0.00327105       0.00157281      -0.00236697      -0.00183501      -0.00549073       0.00011655      -0.00014686      -0.00110961      -0.00136618       0.00092364       0.00442236      -0.00012144
     -0.00378831       0.03722814      -0.03695979      -0.00906556      -0.09860313       0.01864517      -0.12217291      -0.05303731      -0.38354089      -0.28860302      -0.07137843       0.38372355      -0.51826316      -0.55296518       0.08586026       0.01094720       0.00661152      -0.01015408       0.00004780      -0.01464122       0.05295273      -0.02785222       0.01965833       0.01431312      -0.00331742      -0.00079941       0.01384864      -0.00307717       0.00030004      -0.00197419
     -0.03271764      -0.28705508      -0.15491398      -0.04176772       0.26009369       0.19457418       0.11644324       0.09821038       0.17635213       0.36993374       0.30261122      -0.06646560      -0.45804328      -0.13175590      -0.49284261       0.04024287       0.07282209       0.07279699       0.06974280      -0.07081281      -0.00162521       0.01974604      -0.01376172      -0.00647871       0.00554049      -0.01060030      -0.05663443      -0.02362593      -0.03796608       0.00020476
      0.61056818       0.06078216       0.08427911      -0.02298844      -0.09820800       0.30683606       0.05363241       0.02180062       0.02561610      -0.02060069      -0.10079936       0.01499644       0.01550616       0.01452644      -0.03982311       0.69216919       0.02057181       0.02612613      -0.00319463      -0.00096976      -0.01637874      -0.05171861      -0.06700134      -0.08549971      -0.01134165      -0.00000801       0.00987724       0.00101037      -0.00087384      -0.00684399
     -0.14831669       0.52386605       0.00182915       0.71285942       0.24573985       0.27350560       0.05925295       0.02339091       0.03180854      -0.03220284       0.11905784       0.14239980      -0.05538687       0.10022482      -0.03632952       0.02648487      -0.03232024       0.01824905       0.01973467      -0.01241053      -0.00470256      -0.00236842       0.00464202       0.00713597      -0.00364404      -0.01401372       0.04144348       0.00554933       0.02295038      -0.00136700
      0.01253576      -0.31133425      -0.11101742      -0.07600442       0.10994357       0.10995165       0.14794142      -0.09410184       0.13132916      -0.45405942       0.56756429       0.34113474       0.00253548       0.29879597       0.27049630       0.05099214       0.00343010       0.00170325      -0.00199606      -0.00402365       0.00296203      -0.01376667       0.01069621      -0.00529897       0.00357160       0.00311459      -0.01740212       0.03949827      -0.00139007      -0.02563646
      0.26516369       0.15375384      -0.46699906       0.05237313       0.18551119      -0.37623029       0.05917180      -0.02059083      -0.02561178      -0.03803473      -0.02751599       0.02116899       0.05504964      -0.00719068       0.00963768      -0.03117236       0.68307387       0.13109679       0.00886772      -0.00037540      -0.00027855       0.00383855      -0.00397494       0.00048284      -0.07687851      -0.08852926      -0.01383675       0.00561319      -0.00293064      -0.00285674
     -0.03257636       0.06054422       0.13323379      -0.00555526      -0.11647559      -0.11939622       0.71595174       0.48920486      -0.33097728      -0.04299909       0.18654857      -0.14624592       0.07511207      -0.13139264       0.03610678       0.01749764       0.00045638      -0.00587761       0.00357634      -0.00751116      -0.00010952       0.02007847      -0.01516071       0.00109328      -0.00169688      -0.00375341       0.02023221      -0.05609166       0.00211933       0.03669714
     -0.02115756      -0.11479069      -0.13513337       0.03868547       0.29487782       0.24138451      -0.14630617      -0.22937870      -0.42707369       0.21666135       0.26433138      -0.41830268       0.19050962      -0.24612398       0.40188362       0.09113119      -0.00364390       0.00712201      -0.00418001      -0.01743051      -0.05351889      -0.04496976       0.03181896      -0.00491891      -0.00404457      -0.00081207       0.01163765      -0.00671571      -0.00179530       0.00073409
      0.15248593      -0.06143787       0.45418628       0.00564239       0.43303769      -0.26670847      -0.04005127      -0.00613278      -0.02055624      -0.03581188      -0.01650387       0.08524568       0.02941271      -0.05941628       0.00725105      -0.02727834      -0.13880914       0.68744158       0.00386490       0.00156351       0.00255568      -0.00143168      -0.00565464      -0.00067881      -0.00009596       0.00135069      -0.00114970       0.00096303      -0.00409993       0.00035381
     -0.00500590       0.03938273      -0.03595288      -0.00757357      -0.10360931       0.02537769      -0.01688781       0.10486269       0.36882610       0.27881689       0.19793188       0.41258909       0.47700989      -0.55986935       0.07365011      -0.00605875      -0.00737859       0.01170039      -0.00231168      -0.01312673      -0.04793414      -0.03582420       0.02358809      -0.00830068      -0.00373521      -0.00054779       0.01321562      -0.00377904      -0.00081877       0.00171719
     -0.03489794      -0.28761385      -0.15582909       0.09366465       0.24942969       0.19290079       0.07623319      -0.05695844      -0.22837266      -0.37169830      -0.26693912       0.07440471       0.44901042      -0.12301454      -0.51258853      -0.05198507      -0.06309867      -0.07460433      -0.06897296      -0.06912512       0.00207926       0.02081518      -0.01484116      -0.00973143       0.00592193       0.01682738      -0.05455155      -0.02482223       0.03843444      -0.00124278
      0.61354518       0.06167813       0.08504191       0.01301903      -0.10405509       0.30774857       0.02161957      -0.01851245      -0.04390822       0.01881977       0.10430488      -0.03138304      -0.01426139       0.00568342      -0.02103706      -0.68918871      -0.02116875      -0.02578202       0.00327123       0.00294615       0.01933818      -0.04845238      -0.06840665       0.08578552      -0.00643702       0.00053790      -0.01448162       0.00347561       0.00000358       0.00692335
     -0.14511019       0.51077572      -0.01946344      -0.67455535       0.34649398       0.28539664       0.04949063       0.03947006      -0.08251113       0.02327294      -0.03649331       0.16966172       0.04276189       0.10399818      -0.03974807      -0.02997585       0.03326316      -0.01804126      -0.02070145      -0.01176588      -0.00031591      -0.00160846       0.00431544       0.00670037      -0.00334002       0.00821270       0.04301856       0.00530780      -0.02271676       0.00177179
      0.01136406      -0.30442655      -0.10662867       0.10413278       0.09596389       0.10723092       0.14005964       0.12748045      -0.26591526       0.47749225      -0.35943605       0.48477947      -0.01837948       0.30342135       0.26110041      -0.04477065      -0.00594207      -0.00025039       0.00025028      -0.00354603       0.00068582      -0.01336232       0.01044986      -0.00110652       0.00366449       0.00022748      -0.01778954       0.03929183       0.00181214       0.02639398
      0.26496252       0.15235084      -0.46861355      -0.01905170       0.19227089      -0.37602085       0.06358186      -0.00323873       0.01725309       0.04275734       0.03372539       0.00750068      -0.05523622      -0.00759701       0.00013990       0.02929183      -0.68236020      -0.13116909      -0.00873503      -0.00377840      -0.00024585       0.00594838      -0.00563831       0.00096396      -0.07385847       0.09192890      -0.00162682       0.00419866       0.00302670       0.00288134
     -0.03987195       0.05250094       0.09189208      -0.01312866      -0.06608456      -0.03624112       0.56475028      -0.78258524       0.08951659       0.11809204      -0.10657106       0.03968299      -0.04445125      -0.08510993      -0.01155639      -0.00723519      -0.00030563       0.00219315      -0.00269551      -0.00635769      -0.00866002       0.02106683      -0.01546374       0.00919264      -0.00136648      -0.00095396       0.02001082      -0.05450979      -0.00245099      -0.03744441
      0.00115501      -0.04400319      -0.01923469      -0.00185180       0.01887419       0.01707530       0.00691345       0.01216348       0.01097567      -0.02928066      -0.02760601       0.00199387      -0.02545100      -0.03385722      -0.00945744       0.04584252       0.00123530       0.00286969      -0.00358741       0.20380710      -0.54217662       0.32472891      -0.25448043       0.54942386       0.02351381      -0.02746453       0.31345765       0.27735489       0.00287058       0.08383579
      0.07510262       0.00488347       0.01336236      -0.02691617      -0.00828526       0.03443993       0.00417336       0.00450121       0.00817119       0.02011072       0.01312759      -0.00379983      -0.02430323      -0.00148803      -0.00156434      -0.00099886       0.00381286       0.00769238      -0.00949055       0.00110419      -0.03319802       0.41728861       0.56034144      -0.01746125      -0.01404459      -0.02363924       0.00169366      -0.00539973       0.70653510      -0.03495349
     -0.00900958       0.03979149       0.00073603       0.00092638       0.00839908       0.01857092      -0.00246904       0.00820509       0.00471265      -0.03160744      -0.02228615       0.01113773      -0.04387154      -0.02867886       0.06448885      -0.07695318      -0.00256983      -0.00255779      -0.00110744       0.10884060      -0.51568022       0.32190916      -0.25339134      -0.56714168       0.05215683       0.02792131      -0.45716538      -0.05433312      -0.02498834       0.00545265
